EXOME_ID	VABC_ID	Infinium_ID	Species	Subspecies	Seed Bank	AccessionID	OtherIDs	Accession Name	Ancestory	Lattitude	Longitude	Elevation	Collection Date	Remarks	Category	History	Released	Country of Origin	State/region	Collection Site	Habitat
ExomeCapture-DAS5-003849	DAS5-003849	WSNP92K.092.08507	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 185358	:Bic 386;:2954	Bic 386	.	.	.	.	.	.	.	COLLECTED   Morocco by. DONATED  12/15/1949  by Estacao Agronomica Nacional	.	Morocco	.	.	S
ExomeCapture-DAS5-003855	DAS5-003855	WSNP92K.111.10342	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 192146	:3564;:374 FS 1560	3564	.	.	.	.	.	.	.	COLLECTED   Mozambique by. DONATED  09/28/1950  by Estacao de Melhoramento de Plantas	.	Mozambique	.	.	S
ExomeCapture-DAS5-003874	DAS5-003874	WSNP92K.089.08251	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 445734	:145;:FAO 51.874	145	.	28.8	82.36666667	950	1979	Awnless. Seeds white or red.	.	COLLECTED  06/05/1979 Bheri, Nepal by Erskine, W., IBPGR, FAO; Shrestha, P., IBPGR; Bourgois, J., IBPGR	.	Nepal	Bheri	Chaur, Jajarkot, Bheri	S
ExomeCapture-DAS5-003881	DAS5-003881	WSNP92K.091.08440	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 384347	:Dikwa 2	Dikwa 2	.	12.03333333	13.91666667	298	1969	.	.	COLLECTED  1969 Borno, Nigeria by Andrews, D., Institute for Agricultural Research. DONATED  11/20/1973  by Zeven, A., Agricultural University	.	Nigeria	Borno	Dikwa	S
ExomeCapture-DAS5-003891	DAS5-003891	WSNP92K.110.10221	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 192294	:AS;:3761	AS	selection from landrace	.	.	.	.	.	CUL	DEVELOPED   Norway by Vlk, K., Agricultural College of Norway. DONATED    by Swedish Seed Association -Svalov. DONATED  09/28/1950  by Estacao de Melhoramento de Plantas	.	Norway	.	.	S
ExomeCapture-DAS5-003903	DAS5-003903	WSNP92K.092.08526	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 232785	:1B-55	1B-55	Maribal/S.R.	.	.	.	.	.	CUL	DEVELOPED   Lima, Peru by Programa Cooperativo de Experimentacion Agropecuaria	.	Peru	Lima	.	S
ExomeCapture-DAS5-003904	DAS5-003904	WSNP92K.100.09281	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 232798	:20B-55	20B-55	Marikenya/Linea G	.	.	.	.	.	CUL	DEVELOPED   Lima, Peru by Programa Cooperativo de Experimentacion Agropecuaria	.	Peru	Lima	.	S
ExomeCapture-DAS5-003905	DAS5-003905	WSNP92K.100.09240	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 232803	:24B-55	24B-55	Merebal/Linea G	.	.	.	.	.	CUL	DEVELOPED   Lima, Peru by Programa Cooperativo de Experimentacion Agropecuaria	.	Peru	Lima	.	S
ExomeCapture-DAS5-003907	DAS5-003907	WSNP92K.100.09283	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	CItr 14400	:3-18-57;:CI 14400	3/18/1957	Lee/Frontana	.	.	.	.	Entry in the 1963 ISWRN.	CUL	DEVELOPED   Peru by	.	Peru	.	.	S
ExomeCapture-DAS5-003908	DAS5-003908	WSNP92K.091.08414	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 232810	:31B-55	31B-55	Klein 40 C 9606/Industrial Argentino	.	.	.	.	.	CUL	DEVELOPED   Lima, Peru by Programa Cooperativo de Experimentacion Agropecuaria	.	Peru	Lima	.	S
ExomeCapture-DAS5-003909	DAS5-003909	WSNP92K.094.08705	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 205722	:60	60	McMurachy Minn. 2698/Baladi	.	.	.	.	.	CUL	DEVELOPED   Lima, Peru by Universidad Agraria	.	Peru	Lima	.	S
ExomeCapture-DAS5-003911	DAS5-003911	WSNP92K.096.08856	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 205731	:79	79	Maria Escobar/H44-Marquis, CI 11782	.	.	.	.	.	CUL	DEVELOPED   Lima, Peru by Universidad Agraria	.	Peru	Lima	.	S
ExomeCapture-DAS5-003915	DAS5-003915	WSNP92K.092.08484	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 338388	:C 517	C 517	.	.	.	.	.	.	CUL	DEVELOPED  1963 Poland by Wolski, T., Plant Breeders "Danko"	.	Poland	.	.	S
ExomeCapture-DAS5-003925	DAS5-003925	WSNP92K.088.08119	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 269248	:Barbaro 789;:I 845	Barbaro 789	.	.	.	.	.	.	CUL	COLLECTED   Portugal by Loegering, W., USDA-ARS, Crops Research Division. DEVELOPED   Portugal by	.	Portugal	.	.	S
ExomeCapture-DAS5-003928	DAS5-003928	WSNP92K.112.10411	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 56232	:CItr 7040;:CI 7040	CI 7040	Anafil/Mocho de espiga branca	.	.	.	.	.	CUL	DEVELOPED   Lisboa, Portugal by Instituto Superior de Agronomia	.	Portugal	Lisboa	.	S
ExomeCapture-DAS5-003943	DAS5-003943	WSNP92K.096.08927	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 519090	:Fundulea 7-71	Fundulea 7-71	Neuzucht/Bezostaia 1	.	.	.	.	Resistance to yellow (stripe) rust.	CUL	DEVELOPED   Romania by I.C.C.P.T.. DONATED  10/1987  by Moseman, J., USDA-ARS	.	Romania	.	.	S
ExomeCapture-DAS5-003961	DAS5-003961	WSNP92K.093.08602	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	CItr 7706	:Chorol;:CI 7706	Chorol	Selection from PI 58330	43.8	131.9833333	27	.	.	.	COLLECTED   Primorye, Russian Federation by Cockerell, T., University of Colorado	.	Russian Federation	Primorye	Nikolsk Usuriiskii, Siberia	S
ExomeCapture-DAS5-003977	DAS5-003977	WSNP92K.093.08583	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 574350	:15067;:NSGC 1380	15067	.	.	.	.	.	.	.	COLLECTED   Saudi Arabia by Guarino, L., International Plant Genetic Resources Institute	.	Saudi Arabia	.	.	S
ExomeCapture-DAS5-003980	DAS5-003980	WSNP92K.092.08537	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 145724	:37	37	.	18.21666667	42.5	2348	.	.	.	COLLECTED   Saudi Arabia by Hamilton, J., USDA-SCS	.	Saudi Arabia	.	Abha	S
ExomeCapture-DAS5-003993	DAS5-003993	WSNP92K.111.10349	Triticum aestivum subsp. spelta	subsp. spelta	USDA GRIN	PI 221419	:Album	Album	.	.	.	.	.	.	.	COLLECTED   Serbia by Inst. for Plant Breeding & Introduction	.	Serbia	.	.	S
ExomeCapture-DAS5-003999	DAS5-003999	WSNP92K.111.10311	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 170910	:163-2-1-1	163-2-1-1	T. aestivum/Agropyron	.	.	.	.	.	CUL	DEVELOPED   Transvaal, South Africa by Laubscher, F., College of Agriculture and Research	.	South Africa	Transvaal	.	S
ExomeCapture-DAS5-004000	DAS5-004000	WSNP92K.089.08184	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 170911	:166-2-M-M	166-2-M-M	T. aestivum/Agropyron	.	.	.	.	.	CUL	DEVELOPED   Transvaal, South Africa by Laubscher, F., College of Agriculture and Research	.	South Africa	Transvaal	.	S
ExomeCapture-DAS5-004001	DAS5-004001	WSNP92K.094.08722	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 224285	:190/52	190/52	.	.	.	.	.	.	CUL	DEVELOPED   Transvaal, South Africa by College of Agriculture & Experiment Station	.	South Africa	Transvaal	.	S
ExomeCapture-DAS5-004005	DAS5-004005	WSNP92K.092.08491	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 413005	:F430K20	F430K20	.	.	.	.	.	.	CUL	DEVELOPED   Cape Province, South Africa by Winter Rainfall Region Station	.	South Africa	Cape Province	.	S
ExomeCapture-DAS5-004007	DAS5-004007	WSNP92K.111.10366	Triticum turgidum subsp. dicoccon	subsp. dicoccon	USDA GRIN	PI 276017	:124	124	.	43.06666667	-5.76666667	672	.	.	.	COLLECTED   Oviedo, Spain by Instituto Nacional de Investigaciones Agronomicas	.	Spain	Oviedo	Puente Fierros	S
ExomeCapture-DAS5-004010	DAS5-004010	WSNP92K.095.08827	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 191039	:2083	2083	Candeal/Catalan 17	.	.	.	.	.	CUL	DEVELOPED   Zaragoza, Spain by Estacion Experimental de Aula Dei	.	Spain	Zaragoza	.	S
ExomeCapture-DAS5-004012	DAS5-004012	WSNP92K.092.08519	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 184602	:3CX3C;:3049	3CX3C	.	.	.	.	.	.	.	COLLECTED   Spain by. DONATED  09/27/1949  by Estacao Agronomica Nacional	.	Spain	.	.	S
ExomeCapture-DAS5-004018	DAS5-004018	WSNP92K.093.08611	Triticum aestivum subsp. spelta	subsp. spelta	USDA GRIN	PI 348773	:69Z6.960	69Z6.960	.	43.33333333	-6	285	1940	.	.	COLLECTED PRE 1940 Oviedo, Spain by Wagner, S., Swiss Federal Research Sta. for Agronomy. DONATED  01/29/1970  by Popow, G., Swiss Federal Research Sta. for Agronomy	.	Spain	Oviedo	Asturien, northern Spain, site 51	S
ExomeCapture-DAS5-004020	DAS5-004020	WSNP92K.094.08707	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 191014	:Ballobar;:2043	Ballobar	.	42.16666667	-0.16666667	.	.	.	.	COLLECTED   Huesca, Spain by. DONATED  09/28/1950  by Estacion Experimental de Aula Dei	.	Spain	Huesca	.	S
ExomeCapture-DAS5-004024	DAS5-004024	WSNP92K.089.08188	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 136570	:Coruche	Coruche	.	39.66666667	-6	.	.	.	.	COLLECTED   Caceres, Spain by Estacion de Jerez de la Frontera	.	Spain	Caceres	.	S
ExomeCapture-DAS5-004027	DAS5-004027	WSNP92K.090.08314	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 481916	:109	109	.	13.08333333	24.28333333	1900	1981	Local original source. Sown August, harvested November. Heads awned and awnless  with white and brown glumes. Brown type less than 1 percent.	.	COLLECTED  11/02/1981 Darfur, Sudan by Croston, R., IBPGR; El Ahmadi, A., Plant Breeding Section	.	Sudan	Darfur	2km west from Kelling, Jebel Marra	S
ExomeCapture-DAS5-004031	DAS5-004031	WSNP92K.088.08169	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 481922	:122	122	.	12.85	24.38333333	1950	1981	Local original source. Sown August, harvested November.	.	COLLECTED  11/06/1981 Darfur, Sudan by Croston, R., IBPGR; El Ahmadi, A., Plant Breeding Section	.	Sudan	Darfur	1 km south from Gur Lambang, Jebel Marra	S
ExomeCapture-DAS5-004036	DAS5-004036	WSNP92K.086.07985	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 192595	:2181A	2181A	Kron/Standard	.	.	.	.	.	CUL	DEVELOPED   Malmohus, Sweden by Swedish Seed Association -Svalov. DONATED  09/28/1950  by Estacao de Melhoramento de Plantas	.	Sweden	Malmohus	.	S
ExomeCapture-DAS5-004043	DAS5-004043	WSNP92K.086.07905	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 192388	:3886	3886	Pansar II/0921	.	.	.	.	.	CUL	DEVELOPED   Malmohus, Sweden by Swedish Seed Association -Svalov. DONATED  09/28/1950  by Estacao de Melhoramento de Plantas	.	Sweden	Malmohus	.	S
ExomeCapture-DAS5-004047	DAS5-004047	WSNP92K.112.10450	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 351650	:T-1716;:263.27.2	T-1716	.	.	.	.	.	.	CUL	DEVELOPED   Zurich, Switzerland by Swiss Experiment Station for Agriculture. DONATED  12/08/1969  by Ingold, M., Federal Agricultural Research Station	.	Switzerland	Zurich	.	S
ExomeCapture-DAS5-004053	DAS5-004053	WSNP92K.113.10568	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 351907	:B 262;:T-2138	B 262	Garant/263.71-1-3	.	.	.	.	.	CUL	DEVELOPED   Zurich, Switzerland by Swiss Experiment Station for Agriculture. DONATED  12/08/1969  by Ingold, M., Federal Agricultural Research Station	.	Switzerland	Zurich	.	S
ExomeCapture-DAS5-004054	DAS5-004054	WSNP92K.089.08224	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 351908	:B 265;:T-2139	B 265	Garant/263.71-1-3	.	.	.	.	.	CUL	DEVELOPED   Zurich, Switzerland by Swiss Experiment Station for Agriculture. DONATED  12/08/1969  by Ingold, M., Federal Agricultural Research Station	.	Switzerland	Zurich	.	S
ExomeCapture-DAS5-004055	DAS5-004055	WSNP92K.091.08378	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 351968	:B 359;:T-2239	B 359	Svenno/263.25-2	.	.	.	.	.	CUL	DEVELOPED   Switzerland by SFEA. DONATED  12/08/1969  by Ingold, M., Federal Agricultural Research Station	.	Switzerland	.	.	S
ExomeCapture-DAS5-004059	DAS5-004059	WSNP92K.088.08117	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 278545	:Aleppo 28	Aleppo 28	.	.	.	.	1930	.	.	COLLECTED PRE 1930 Syria by Watkins, A., University of Cambridge. DONATED  01/11/1962  by Dept. of Scientific & Industrial Res.	.	Syria	.	.	S
ExomeCapture-DAS5-004072	DAS5-004072	WSNP92K.110.10219	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	CItr 15412	:3144-19;:CI 15412	3144-19	.	35.81666667	9.46666667	796	.	.	.	COLLECTED   Siliana, Tunisia by. DONATED  07/1972  by University of Nebraska	.	Tunisia	Siliana	Mansoura	S
ExomeCapture-DAS5-004078	DAS5-004078	WSNP92K.100.09237	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	CItr 15511	:Fritissa;:3258-23;:CI 15511	Fritissa	.	33.98333333	8.16666667	89	.	.	.	COLLECTED   Tozeur, Tunisia by. DONATED  07/1972  by University of Nebraska	.	Tunisia	Tozeur	A M'Hareb	S
ExomeCapture-DAS5-004114	DAS5-004114	WSNP92K.086.07897	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 111244	:Edirne;:1407;:AUS 7785	Edirne	.	41.25	26.66666667	.	.	.	.	COLLECTED   Edirne, Turkey by Tohum Islahi Institute. DONATED  06/13/1935  by Westover, H., USDA-Bureau of Plant Industry; Enlow, C., USDA-Bureau of Plant Industry	.	Turkey	Edirne	.	S
ExomeCapture-DAS5-004138	DAS5-004138	WSNP92K.111.10365	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 262616	:Belocerkovskaja 198;:WIR 41153	Belocerkovskaja 198	Erythrospermum 15/Kawvale	.	.	.	.	.	CUL	DEVELOPED   Kiev, Ukraine by. DONATED  12/30/1959  by N.I. Vavilov Institute of Plant Industry	.	Ukraine	Kiev	.	S
ExomeCapture-DAS5-004147	DAS5-004147	WSNP92K.089.08261	Triticum aestivum subsp. spelta	subsp. spelta	USDA GRIN	PI 355704	:69Z5.194	69Z5.194	.	.	.	.	.	.	.	DONATED   England, United Kingdom by Plant Breeding Institute. DONATED  08/19/1970  by Popow, G., Swiss Federal Research Sta. for Agronomy	.	United Kingdom	England	.	S
ExomeCapture-DAS5-004155	DAS5-004155	WSNP92K.113.10548	Triticum aestivum subsp. spelta	subsp. spelta	USDA GRIN	PI 330558	:Coeruleum;:194	Coeruleum	.	.	.	.	.	.	.	DONATED  05/16/1968 England, United Kingdom by University of Reading	.	United Kingdom	England	.	S
ExomeCapture-DAS5-004156	DAS5-004156	WSNP92K.112.10438	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 547263	:Colonel	Colonel	Guardian sib/Moulin	.	.	.	.	Breadmaking, semidwarf, semi-alternative, winter variety. Vernalization requirement and winterhardiness low. Grain red	CUL	DEVELOPED   England, United Kingdom by ICI Seeds UK Limited	.	United Kingdom	England	.	S
ExomeCapture-DAS5-004158	DAS5-004158	WSNP92K.086.07970	Triticum aestivum subsp. sphaerococcum	subsp. sphaerococcum	USDA GRIN	PI 330556	:Echinatum;:192	Echinatum	.	.	.	.	.	.	.	DONATED  05/16/1968 England, United Kingdom by University of Reading	.	United Kingdom	England	.	S
ExomeCapture-DAS5-004161	DAS5-004161	WSNP92K.096.08878	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 620689	:3920068;USA126:NSGC 8119	3920068	14IBWSN19/3417.04	.	.	.	.	.	CUL	DEVELOPED   Oregon, United States by Kronstad, W., Oregon State University	.	United States	Oregon	.	S
ExomeCapture-DAS5-004165	DAS5-004165	WSNP92K.093.08580	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 620691	:900192;USA126:NSGC 8121	900192	Aurora/3/Minn/Heines Kolben/38 M.A./4/Yamhill/Era/5/85CB077	.	.	.	.	.	CUL	DEVELOPED   Oregon, United States by Kronstad, W., Oregon State University	.	United States	Oregon	.	S
ExomeCapture-DAS5-004166	DAS5-004166	WSNP92K.092.08534	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 620694	:908164;USA126:NSGC 8124	908164	Topo 'S'/Narino 59*2//Budifen/3/Bobwhite 'S'/4/Pumafen//Ciano 'S'/Gallo	.	.	.	.	.	CUL	DEVELOPED   Oregon, United States by Kronstad, W., Oregon State University	.	United States	Oregon	.	S
ExomeCapture-DAS5-004167	DAS5-004167	WSNP92K.097.09019	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 620674	:908237;USA126:NSGC 8104	908237	CARGL62//TJB368-251/Buckbuck	.	.	.	.	.	CUL	DEVELOPED   Oregon, United States by Kronstad, W., Oregon State University	.	United States	Oregon	.	S
ExomeCapture-DAS5-004173	DAS5-004173	WSNP92K.087.08052	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 615635	:97ARS 136;:96 1165	97ARS 136	Olympia*5///Tom Thumb/7*Burt//2*Olympia, 97136	.	.	.	.	F3:6, BC6 near-isoline with normal height gene Rht B1a of Olympia, a tall semihard, white winter Finish cv. Sib to NILs with Rht B1c gene of Tom Thumb in Olympia background. Similar to Olympia for spike lax, fusiform, awnletted. Glumes brown. Kernels white, midlong. Germ midsize. Agronomically similar to Olympia for plant ht., heading, grain yield, kernel wt., kernels/spike, test wt., lodging.	CUL	DEVELOPED   Washington, United States by Allan, R., USDA-ARS	.	United States	Washington	.	S
ExomeCapture-DAS5-004178	DAS5-004178	WSNP92K.110.10215	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 602557	:97ARS691;:95ARS501	97ARS691	Tres/5/Ae. ventricosa/T. durum//13*Selkirk(NDM6)/3/4*Tyee/4/6*Tres.	.	.	.	.	Euplasmic (E) equivalent population to alloplasmic (A) population having Aegilops ventricosa cytoplasm with Tres (CI17917, soft white winter-club) the nucleus donor (BC6). Similar phenotypically to Tres for most traits. Based on 5 to 8 tests, E=A for plant height, lodging %, heading date, grain yield, bioyield, tiller no., kernels/spike, kernel wt., and test wt. E<A for harvest index.	CUL	DEVELOPED  1999 Washington, United States by Allan, R., USDA-ARS	1999	United States	Washington	.	S
ExomeCapture-DAS5-004183	DAS5-004183	WSNP92K.087.08074	Triticum aestivum subsp. spelta	subsp. spelta	USDA GRIN	PI 168680	:Bearded Spelt;:CItr 1774;:CI 1774	Bearded Spelt	.	47	-120	.	.	.	.	COLLECTED   Washington, United States by USDA-Bureau of Plant Industry	.	United States	Washington	.	S
ExomeCapture-DAS5-004185	DAS5-004185	WSNP92K.090.08320	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 518791	:CH4 301-7;:NSL 161909	CH4 301-7	.	.	.	.	.	.	.	DONATED  03/04/1988 Colorado, United States by Cargill Wheat Research Farm	.	United States	Colorado	.	S
ExomeCapture-DAS5-004200	DAS5-004200	WSNP92K.097.08989	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	CItr 14087	:CI 14087	CI 14087	.	.	.	.	.	.	.	COLLECTED   Unknown by	.	Unknown	.	.	S
ExomeCapture-DAS5-004209	DAS5-004209	WSNP92K.089.08185	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	CItr 8118	:CI 8118	CI 8118	.	.	.	.	.	.	.	COLLECTED   Unknown by	.	Unknown	.	.	S
ExomeCapture-DAS5-004212	DAS5-004212	WSNP92K.090.08312	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 225482	:123-364	123-364	Sinvalocho/Petiblanco	.	.	.	.	.	CUL	DEVELOPED   Colonia, Uruguay by Instituto Fitotecnico	.	Uruguay	Colonia	.	S
ExomeCapture-DAS5-004217	DAS5-004217	WSNP92K.090.08359	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 225500	:142-929	142-929	38 M.A./Petirrojo	.	.	.	.	.	CUL	DEVELOPED   Colonia, Uruguay by Instituto Fitotecnico	.	Uruguay	Colonia	.	S
ExomeCapture-DAS5-004226	DAS5-004226	WSNP92K.089.08243	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 225424	:63-569	63-569	Sinvalocho/Petirrojo	.	.	.	.	.	CUL	DEVELOPED   Colonia, Uruguay by Instituto Fitotecnico	.	Uruguay	Colonia	.	S
ExomeCapture-DAS5-004227	DAS5-004227	WSNP92K.087.08047	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 225367	:6-44	16224	Petiblanco/CZ(13)002400	.	.	.	.	.	CUL	DEVELOPED   Colonia, Uruguay by Instituto Fitotecnico	.	Uruguay	Colonia	.	S
ExomeCapture-DAS5-004229	DAS5-004229	WSNP92K.090.08295	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 191937	:Americano 44D;:3329;:10130	Americano 44D	selection from landrace	.	.	.	.	Solid stem.	CUL	DEVELOPED  1918 Uruguay by. DONATED  09/28/1950  by Estacao de Melhoramento de Plantas	1918	Uruguay	.	.	S
ExomeCapture-DAS5-004240	DAS5-004240	WSNP92K.100.09235	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 565355	:Buhara Bugdai;:WIR 13595;:MAC9192-668	Buhara Bugdai	.	.	.	.	.	.	.	COLLECTED   Uzbekistan by. DONATED  10/17/1991  by N.I. Vavilov Research Institute of Plant Industry	.	Uzbekistan	.	.	S
ExomeCapture-DAS5-004242	DAS5-004242	WSNP92K.088.08173	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	CItr 8359	:4;:AUS 7449;:CI 8359	4	Selection from PI 62365	7.83333333	-72.08333333	.	.	.	.	COLLECTED   Tachira, Venezuela by Pittier, H., Museo Comercial, Ministero de Relaciones Exteriores	.	Venezuela	Tachira	.	S
ExomeCapture-DAS5-004244	DAS5-004244	WSNP92K.093.08600	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 585211	:1076;:NSGC 1383	1076	.	15.5	47.5	.	1988	.	.	COLLECTED  1988 Yemen by Guarino, L., International Plant Genetic Resources Institute	.	Yemen	.	PDR South Yemen	S
ExomeCapture-DAS5-004245	DAS5-004245	WSNP92K.112.10420	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 574356	:1097;:NSGC 1384	1097	.	15.5	47.5	.	1988	.	.	COLLECTED  1988 Yemen by Guarino, L., International Plant Genetic Resources Institute	.	Yemen	.	PDR South Yemen	S
ExomeCapture-DAS5-004253	DAS5-004253	WSNP92K.100.09279	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 574371	:1164;:NSGC 1400	1164	.	15.5	47.5	.	1988	.	.	COLLECTED  1988 Yemen by Guarino, L., International Plant Genetic Resources Institute	.	Yemen	.	PDR South Yemen	S
ExomeCapture-DAS5-004254	DAS5-004254	WSNP92K.089.08272	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 574372	:1169;:NSGC 1401	1169	.	15.5	47.5	.	1988	.	.	COLLECTED  1988 Yemen by Guarino, L., International Plant Genetic Resources Institute	.	Yemen	.	PDR South Yemen	S
ExomeCapture-DAS5-004256	DAS5-004256	WSNP92K.112.10433	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 574378	:1182;:NSGC 1407	1182	.	15.5	47.5	.	1988	.	.	COLLECTED  1988 Yemen by Guarino, L., International Plant Genetic Resources Institute	.	Yemen	.	PDR South Yemen	S
ExomeCapture-DAS5-004257	DAS5-004257	WSNP92K.090.08345	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 429322	:6009	6009	.	13.05	43.91666667	518	.	.	.	COLLECTED   Yemen by Stewart, D., USDA-ARS	.	Yemen	.	Agricultural Research Station, Al Asha	S
ExomeCapture-DAS5-004265	DAS5-004265	WSNP92K.087.08003	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 525317	:1250	1250	.	31.78333333	-5.45	2000	1985	Spikes thin, lax, awned. Local type	.	COLLECTED  07/08/1985 Errachidia, Morocco by Guarino, L., International Plant Genetic Resources Institute	.	Morocco	Errachidia	Ait Hani	W
ExomeCapture-DAS5-004267	DAS5-004267	WSNP92K.111.10339	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 378323	:1596	1596	.	43.13333333	20.51666667	508	1972	.	.	COLLECTED  1972 Montenegro by Institute for Small Grains	.	Montenegro	.	Novi Pazar	W
ExomeCapture-DAS5-004268	DAS5-004268	WSNP92K.091.08454	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 378381	:1656	1656	.	40.91666667	20.76666667	725	1972	.	.	COLLECTED  1972 Macedonia by Institute for Small Grains	.	Macedonia	.	Lubaniste-Sv. Naum	S
ExomeCapture-DAS5-004285	DAS5-004285	WSNP92K.113.10566	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 345355	:354A-I/7	354A-I/7	.	42.00722222	19.31194444	48	1969	.	.	COLLECTED  1969 Montenegro by Institute for Small Grains	.	Montenegro	.	Vladimir	W
ExomeCapture-DAS5-004288	DAS5-004288	WSNP92K.097.09027	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 436435	:403;:JC 0279	403	.	-42.43333333	-73.76666667	25	1979	Aleurone red. Kernel texture semi-hard. Awnless. Chaff brown. Plants uniform.	.	COLLECTED  02/19/1979 Los Lagos, Chile by Barclay, A., USDA, ARS; Craddock, J., USDA-ARS, Plant Industry Station	.	Chile	Los Lagos	5km north of Castro	W
ExomeCapture-DAS5-004299	DAS5-004299	WSNP92K.090.08368	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 473550	:68R2204	68R2204	KS63GH279//3*CI 13438/Burt 8	.	.	.	.	Restorer line for T. timopheevii cyto-male sterility. One gene semidwarf. Spikes lax, bearded, with white chaff. Seeds soft, white. Intermediate resistance to stripe rust.	CUL	DEVELOPED   Washington, United States by Allan, R., USDA-ARS; Washington State University; Rubenthaler, G., USDA-ARS	.	United States	Washington	.	W-S
